Proposal,Decision,Ward,View
Gosod arwydd / Display sign,Approved with Conditions,Tywyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31904
Cais ar gyfer codi estyniad cefn unllawr to gwastad yng nghefn yr eiddo / Application for the erection of a single storey flat roofed extension to the rear of the dwelling,Approved with Conditions,Waunfawr,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31517
Cais ar gyfer dymchwel estyniad unllawr cefn a chodi estyniad unllawr to un-codiad yn ei le / Application to demolish existing single storey rear extension and erection of a single storey lean-to roof extension in its place,Approved with Conditions,Glyder (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31512
Newid defnydd tir pori er mwyn creu arena marchogaeth / Change of use of grazing land to form equestrian arena ,Approved with Conditions,Llanystumdwy,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31510
Estyniad un llawr ar dalcen y tŷ /Single storey extension on gable end of  dwelling.,Approved with Conditions,Bethel,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31504
Dymchwel modurdy presennol a chodi estyniad deulawr ochor gyda balconïau / Demolition of the existing garage and erection of a two storey side extension with balconies.,Refused,Porthmadog (West),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31509
"Adeiladu prif ganolfan gofal iechyd, mynedfa, parcio, tirlunio a draenio/Erection of a primary health care centre, access, parking and drainage. ",Approved with Conditions,Waunfawr,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31511
Codi tŷ newydd (cais materion a gadwyd yn ôl o dan ganiatâd rhif C18/0148/11/LL) Erection of a new dwelling (matters reserved under planning permission C18/0148/11/LL). ,Approved with Conditions,Dewi (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31506
"Newid defnydd cyn swyddfa ar lawr daear ac is lawr yr adeilad i ffurfio rhan o'r uned breswyl presennol .  
Change of use of former office on ground floor and basement of the building to form part of the existing residential unit.  ",Approved with Conditions,Porthmadog (West),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31505
"Adeiladu pont newydd, ail-alinio'r A497 a'r dynesiadau ynghyd a gwelliannau i gyffordd bresennol, torri coed a thirlunio newydd / Construction of a new bridge, realign the A497 and approaches with improvements to an existing junction, tree felling and new landscaping ",Approved with Conditions,Efailnewydd / Buan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31508
Cais ar gyfer codi estyniad ffenestr gromen gyda tho pits ar gefn yr eiddo / Application for the erection of pitched roof dormer window extension to rear of dwelling,Approved with Conditions,Deiniol (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31503
Cais ar gyfer codi estyniad un llawr to gwastad i gefn yr eiddo / Application for the erection of single storey flat roofed rear extension,Approved with Conditions,Dewi (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31502
"Estyniad deulawr i annedd bresennol.
Two storey extension to existing dwelling",Approved with Conditions,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31500
"Creu adeilad unllawr newydd i'w ddefnyddio fel uned ddeintyddol. Bydd hyn yn disodli'r unedau deintyddol presennol sydd wedi'u lleoli mewn cabanau symudol mewn man arall ar y safle. Gwaith i faes parcio i ddarparu ar gyfer lleoedd a gollir oherwydd yr adeilad unllawr newydd. Dymchwel rhannol oi'r adeilad presennol er darparu ar gyfer yr adeilad unllawr newydd.

Creation of a new single storey building to be used as a new dental unit. This is to replace existing dental units located within porta cabins elsewhere on site. Works to car park to accommodate lost spaces caused by new single storey building. Partial demolition to existing building to allow for new single storey building.",Approved with Conditions,Abererch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31499
"CAIS AM DYSTYSGRIF DEFNYDD CYFREITHLON AR GYFER GOSOD CARAFAN ER DEFNYDD MEWN PERTHYNAS AG ANNEDD BRESENNOL YN UNIG.

APPLICATION FOR A LAWFUL DEVELOPMENT CERTIFICATE FOR THE PROVISION OFA  NEW CARAVAN FOR SOLE USE IN CONNECTION WITH EXISTING DWELLING",Refused,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31497
"Toiledau a chawodydd newydd at ddefnydd safle carafanau 

New toilets and showers for use of caravan site",Approved with Conditions,Llanengan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31496
"Dymchwel storfa allanol bresennol, addasiadau i'r prif dŷ presennol ac estyniad rhannol unllawr, rhannol deulawr i'r ochr a'r cefn i greu rhagor o ofod byw.

Demolition of existing external store, alterations to existing main house and part single storey, part 2 storey extension to side and rear to create enlarged living accommodation.",Refused,Nefyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31495
"Codi dau adeilad ar dir a ddefnyddir ar gyfer parcio ac fel gardd. Fe fyddai Adeilad Allanol 1 yn fodurdy. Adeilad allanol 2 yn dŷ gwydr.

Erection of two outbuildings on a site used for parking and garden. Outbuilding 1 is a garage. Outbuilding 2 is a greenhouse.",Refused,Aberdaron,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31501
Cais ar gyfer codi ty gwydr i gefn yr eiddo / Appplication for the erection of a conservatory to rear of dwelling,Approved with Conditions,Ogwen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31498
Estyniadau ac addasiadau i dy preswyl/Extensions and alterations to a residential dwelling,Approved with Conditions,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31507
Creu llety gwyliau hunanwasanaethol newydd (cais rhannol ol-weithredol)/Create a new self serviced holiday accommodation (part retrospective application). ,Refused,Tregarth & Mynydd Llandygai,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31482
Cais ar gyfer dymchwel ystafell haul ar flaen yr eiddo ynghyd a chodi estyniad unllawr i ochr y ty a ports ar y blaen / Application for the demolition of existing conservatory on the front of the property together with the erectio of a single storey side extensiond and front porch,Approved with Conditions,Dolbenmaen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31487
Erection of illuminated signs / Codi arwyddion wedi'u goleuo,Approved with Conditions,Porthmadog (East),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31492
Dymchwel eiddo preswyl ar wahan presennol a chodi eiddo preswyl newydd / Demolition of existing detached dwelling and construction of new dwelling.,Approved with Conditions,Llanengan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31484
Cais ar gyfer dymchwel rhan o falconi presennol ac adeiladu balconi newydd / Application for the part demolition of existing balcony and erection of new balcony,Approved with Conditions,Menai (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31491
"Codi ty deulawr, tri lloft / Erection of a two storey, 3 bed dwelling.",Refused,Porthmadog Tremadog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31490
Codi adeilad amwynder newydd er mwyn ddarparu golchdy a derbynfa / Erection of new Amenity building to contain laundry and reception area ,Approved with Conditions,Tywyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31489
Cais ar gyfer newid amodau 2 a 3 o ganiatâd cynllunio C19/1162/39/LL er mwyn diwygio dyluniad a gosodiad yr adeilad a deunyddiau tô a gwaredu amod 5 yn ymwneud a sgrin preifatrwydd gan na gynhwysir balconiau allanol fel rhan o'r cynllun diwygiedig / Application to vary conditions 2 and 3 of planning permisison C19/1162/39/LL in order to amend the design and layout of the property and the roofing materials and remove condition 5 relating to privacy screens as no external balconies are proposed as part of the amended design,Approved with Conditions,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31488
Cais ar gyfer codi estyniad ar flaen yr eiddo / Application for the erection of a front extension on the property,Approved with Conditions,Llanwnda,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31494
"Diwygiadau ansylweddol i ganiatâd C20/0851/40/LL i ail leoli mynediad gerbydol a thrwy hynny ail leoli sylfaen carafan ynghyd a mân newid i osodiad, tirlunio a draeniad y safle ynghyd a gwaith cysylltiol / Non material amendments to approval C20/0851/40/LL to relocate the vehicular access and consequently relocate a caravan base with minor amendments to site layout, landscaping and drainage and associated works",Approved with Conditions,Abererch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31485
"Estyniad llawr cyntaf

First floor extension",Approved with Conditions,Llanystumdwy,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31493
"Newid defnydd tir amaethyddol i greu safle glampio ar gyfer 2 pod
Change of use of agricultural land to form a glamping site for 2 pods",Refused,Llandderfel,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31486
Estyniad ag addasiadau i dy presennol ynghyd ag ymestyn y cwrtil/Extension and alterations to existing dwelling and a curtilage extension,Approved with Conditions,Efailnewydd / Buan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31481
"Digwygio amod rhif 2 ar ganiatad cynllunio C19/0699/14/LL i osod yr unedau dros dro am gyfnod o 3 blynedd yn unig (tan 2022), iw ymsteyn i 6 mlynedd ychwnegol (tan 2028) / Vary condition number 2 on planning consent C19/0699/14/LL to site the temporary units for a period of 3 years only (to 2022), to be extended to an additional 6 years (to 2028)",Approved with Conditions,Seiont (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31480
Codi adeilad ar gyfer cynnal a chadw cerbydau a storio cyfarpar offer/Erect buidling for vehicle maintenance and for storage of associated equipment.,Approved with Conditions,Tregarth & Mynydd Llandygai,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31478
Cais ar gyfer codi estyniad deulawr ochr ac estyniad unllawr to gwastad i gefn yr eiddo / Application for the erection of a two storey side extension and single storey flat roofed extension to rear of property,Approved with Conditions,Bethel,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31476
Cais ar gyfer codi estyniad unllawr ochr ac estyniad deulawr yng nghefn yr eiddo / Application for the erection of a single storey side extension and a two storey extension to rear of dwelling,Approved with Conditions,Penisarwaun,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31479
Addasiadau mewnol a chreu agoriad newydd ar ochr yr adeilad  / Internal alterations and the creation of a new opening on the side of the building  ,Approved with Conditions,Deiniol (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31477
Newid amod 2 o ganiatâd rhif C20/0372/25/LL er mwyn codi to'r estyniad 300mm yn uwch ac ymestyn y lobi/Amend condition 2 of planning permission C20/0372/25/LL so as to increase the roof height of the extension by 300mm and extend the lobby.,Approved with Conditions,Pentir,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31466
Maes carafanau teithiol newydd ar gyfer 10 carafan gyda adeilad cysylltiol/ Proposed new touring caravan park for 10 caravans including amenity block,Refused,Botwnnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31465
"Sied amaethyddol aml bwrpas i  gadw defaid, storio offer a phorthiant.
Agricultural multi-purpose shed to keep sheep, store equipment and feed.",Approved with Conditions,Talysarn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31473
Gosod balconi yn lle 'Juliette' balconi. Install a balcony in lieu of 'Juliette' balcony. ,Approved with Conditions,Abermaw,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31470
Cais ar gyfer newid defnydd adeilad masnachol gwag i fodurdy preswyl ynghyd ac estyniadau deulawr i gefn y ty ac estyniad porth i'r tu blaen / Application for the change of use of vacant commercial building to a domestic garage along with two storey rear extension and front porch extension to dwelling,Approved with Conditions,Waunfawr,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31469
Cais diwygiad di faterol i ganiatad cynllunio C20/0261/19/DT ar gyfer codi estyniadau er mwyn gorffen blaen yr eiddo gyda carreg / Non material amendment in relation to planning permission C20/0261/19/DT for extensions in order to finish the front of the dwelling with stone,Approved with Conditions,Bontnewydd,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31472
Cais ar gyfer codi estyniad deulawr to gwastad i ochr a chefn yr eiddo / Application to erect a two storey flat roofed extension to the side and rear of property,Approved with Conditions,,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31468
"Cais i godi caffi-bar am uchafswm o 50 mlynedd ar ran o gwrt blaen y busnes Land and Sea, gan gynnwys cael gwared ar y pympiau petrol presennol a newid defnydd y rhan honno o'r cwrt blaen a ddefnyddir ar hyn o bryd ar gyfer gwerthiant cychod ategol a dosbarthu tanwydd busnes i Ddosbarth A3 ategol

Application to erect a café-bar for a maximum period of 50 years on part of the existing Land and Sea business forecourt, including the removal of the existing petrol pumps and change of use of that part of the forecourt currently used for ancillary boat sales and business fuel dispense to ancillary Use Class A3",Refused,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31467
"Cais am dystysgrif defnydd cyfreithlon arfaethedig ar gyfer addasiadau mewnol i ystafelloedd gwesty presennol
Application for a certificate of proposed lawfulness for internal alterations to existing hotel rooms",Refused,Criccieth,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31475
Cais ar gyfer estynnu maes parcio presennol i greu 15 llecyn parcio ychwanegol / Application to extend existing car park to provide additional 15 parking spaces,,Pentir,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31471
"Cais ar gyfer rhyddhau amodau 3 (llechi), 4 (gorffeniad allanol),  5 (Cynllun Dulliau Adeiladau), 6 (Archwiliad Desg Asesu Risg Llygredd a 11 (cynllun draenio) o ganiatad cynllunio cyfeirnod C16/0329/18/LL / Application to discharge conditions 3 (slates), 4 (external finishes), 5 (Construction Method Statement), 6 (Desk-top Investigation of Pollution Risk) and 11 (drainage scheme) of planning permission reference C16/0329/18/LL",Condition(s) Fully Discharged,Deiniolen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31474
"Cais am ddiwygiad ansylweddol i'r cynlluniau a gymeradwywyd gan ganiatâd cynllunio C20/0909/38/DT i gynnwys amnewid ffenestr dalcen arfaethedig gyda drws dwbl a ffenestr gyda balwstrad.

Application for a non-material amendment to the plans approved by planning permission C20/0909/38/DT to include replacing proposed gable window with a double door and window with balustrade.",Approved with Conditions,Llanbedrog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31464
"Estyniad unllawr

Single storey extension",Approved with Conditions,Abererch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31463
Gosod arwyddion heb eu goleuo/Erection of non-illuminated signage.,Approved with Conditions,Deiniol (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31462
"Newid defnydd o siop wag i dŷ annedd ynghyd ac addasiadau i'r edrychiadau allanol.
 Change of use from vacant shop to dwelling together with alterations to external elevations.",Approved with Conditions,Bowydd & Rhiw,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31459
Dymchwel modurdy presennol a chodi estyniad deulawr/Demolition of existing attached garage including construction of 2 storey extension,Approved with Conditions,Botwnnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31458
"Cais am ddiwygiad ansylweddol i ganiatâd C11/0881/01/LL er mwyn gosod balwstrad dur gwrthstaen a phaneli gwydr i'r balconi yn lle pren.
Application for a non-material amendment to consent C11/0881/01/LL to install a stainless steel balustrade and glass panels to the balcony in lieu of timber.",Approved with Conditions,Llangelynnin,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31460
"Newid defnydd llawr gwaelod o eiddo rhif 27 er mwyn defnyddio rhif 27 fel un uned byw ar wahan,  ynghyd a newid defnydd y bwyty ar lawr gwaelod rhif 29 er mwyn ei ddefnyddio fel lolfa/ystafell frecwast mewn cyswllt a'r Gwely a Brecwast presennol yn yr adeilad yma / 
Change of use of ground floor from property no. 27 to use no. 27 as one separate living unit, together with change of use of ground floor restaurant no. 29 to use as lounge / breakfast in conjunction with existing B&B in this building",Approved with Conditions,Criccieth,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31461
Cais ar gyfer codi estyniad unllawr to fflat ar gefn yr eiddo / Application for the erection of a single storey flat roof extension on the rear of the dwelling,Approved with Conditions,Groeslon,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31456
"Diwygiad ansylweddol i ganiatâd cynllunio C20/0222/20/LL er mwyn lleihau uchder yr ysgol farchogaeth, stablau a'r manege/Non-material amendment toplanning permission C20/0222/20/LL so as to reduce the height of the riding arena, stables and manege.",Approved (Without Conditions),Y Felinheli,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31455
Cais ar gyfer darparu polytunnel a paneli solar ynghyd a llawr caled / Application for the provision of a polytunnel and solar panels together with hardstanding,Approved with Conditions,Groeslon,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31454
"Tystysgrif Defnydd Cyfreithiol am ddatblygiad arfaethedig i osod offer trin carthffosiaeth o fewn gardd
Certificate of Lawful use for the proposed development to install a seweage treatment plant within a garden",Refused,Abermaw,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31453
"Diwygio amod 2 ar ganiatad Cynllunio C17/0567/17/LL (Unol a'r cynlluniau) er mwyn newid lleoliad a gosodiad y tŷ newydd.
Variation of condition 2 on Planning permission C17/0567/17/LL (Works in accordance with plans) in order to re-position and change layout of new dwelling.",Approved with Conditions,Groeslon,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31452
"Estyniad ochr llawr cyntaf ac ail
First and second floor side extension",Approved with Conditions,Clynnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31451
Torri coeden draenen wen o fewn ardal gadwraeth/Felling of hawthorn tree within a conservation area,Approved (Without Conditions),Llanengan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31447
"Gosod ffenestr ddormer

Installation of dormer window.",Approved with Conditions,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31449
Codi adeilad ar wahan i'w ddefnyddio fel modurdy i ddefnydd preifat/Construction of detached building to be used for a private use as a garage,Refused,Tudweiliog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31445
Cais ar gyfer diwygio amod 2 o ganiatad cynllunio cyfeirnod C20/0818/11/DT er mwyn codi llawr ychwanegol i'r estyniad ochr a creu balconi / Application for variation of condition 2 of planning permission reference C20/0818/11/DT so as to erect and additional floor to the side extension and creatio of balcony,Approved with Conditions,Dewi (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31450
Cais ar gyfer newid defnydd rhan o lawr daeaer adeilad o swyddfeydd cymdeithas tai i ganolfan profion / Application for the change of use of part of ground floor of building from housing association offices to test centre.,Approved with Conditions,Deiniol (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31444
Cais ar gyfer codi sied er mwyn storio porthiant a cyfarpar reidio ceffylau . Application to erect a shed to store animal feed and horse riding equipment,Approved with Conditions,,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31448
Cais rhybudd o flaen llaw i ddymchwel adeilad canolfan ailgylchu / Prior notification application of demolition of recycling centre building,Approved (Without Conditions),Arllechwedd,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31446
Cais tystysgrif cyfreithloni defnydd ar gyfer defnydd o uned carafan statig fel ty preswyl (C3) / Lawful use application for the use of the static caravan unit as a dwelling (C3),,Waunfawr,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31443
"Creu trac at ddibenion coedwigaeth.

Creation of track for forestry purposes.",Withdrawn,Efailnewydd / Buan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31441
Cais ar gyfer dymchwel adeilad allanol presennol a chodi adeilad amaethydol yn ei le / Application to demolish existing outbuilding and erection of an agricultural building in its place,Approved with Conditions,,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31442
"Creu ménage ar gyfer defnydd preifat yn unig
Creation of ménage for private use only",Approved with Conditions,Tudweiliog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31440
Gwaith addasu gwter presennol ynghyd ag amnewid to fflat cefn a gwelliannau i'r adeilad / Works to alter existing gutter and replace rear flat roof and improvements to the building,Approved with Conditions,Seiont (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31437
Cais am hysbysiad ymlaen llaw am waith  dymchwel arfaethediig/Prior notification of proposed demolition works.,Approved (Without Conditions),Dewi (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31438
Codi sied amaethyddol er mwyn cadw peiriannau amaethyddol ag offer / Construction of an agricultural building for the storage of agricultural machinery and equipment,Approved with Conditions,Botwnnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31439
Estyniad unllawr ochr / Single storey side extension,Approved with Conditions,Abererch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31436
"Estyniad ac addasiadau gan gynnwys codi'r to ac ymestyn yr ardd.

Extension and alterations icluding raising the roof level and extension to garden.",Approved with Conditions,Efailnewydd / Buan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31434
"Gais am ddiwygiad ansylweddol i'r datblygiad a gymeradwywyd gan ganiatâd cynllunio C20/0915/40/LL er mwyn symud lleoliad yr adeilad amaethyddol arfaethedig, newid y deunyddiau allanol a symud lleoliad drws.

Application for a non-material amendment to the development approved by planning permission C20/0915/40/LL in order to change the location of the proposed agricultural building, change the external materials and change the location of a door.",Refused,Efailnewydd / Buan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31432
"Balconi newydd ar ochr yr eiddo
New balcony to the side of the property.",Approved with Conditions,Pwllheli (North),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31431
"Cais i gadw pagoda
Application to retain pagoda",,Penrhyndeudraeth,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31435
Dymchwel sied ardd presennol a chodi adeilad gardd newydd ar yr un lleoliad / Demolish exsiting garden shed and erect new garden room on the same location,Approved with Conditions,Llanaelhaearn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31433
"Codi sied amaethyddol
Erection of agricultural shed",Approved with Conditions,Clynnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31430
Dymchwel y modurdy ac ystafell iwtiliti presennol a chodi estyniad deulawr newydd yn eu lle/Demolish exiting garage and utility room and erect a new two storey extension in their place.,Approved with Conditions,Bethel,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31429
Cais ar gyfer codi estyniad / Application for the erection of an extension,Approved with Conditions,Seiont (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31427
Cais llawn i ddymchwel strwythurau presennol a chodi anecs gyda ystafell haul ar y llawr daear ac estyniad llawr gyntaf i gynnwys ystafell wely ychwanegol i'r prif annedd dy/Full application to demolish existing structures and construction of a ground floor annexe with conservatory and a first floor extension to include an additional bedroom to the main dwelling house.,Approved with Conditions,Llanystumdwy,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31426
Cais hysbysiad o flaen llaw ar gyfer codi adeilad amaethyddol ar gyfer cadw peiriannau amaethyddol a bwyd anifeiliaid / Prior notification application for the erection of an agricultural building to store agricultural machinery and animal feed. ,Approved (Without Conditions),Penygroes,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31428
"Cais llawn am ddatblygiad preswyl i gynnwys 14 tŷ newydd ynghyd a mynedfa, ffordd stad a llwybr troed, parcio, tirlunio a safle pwmpio carthffosiaeth/ Full application for a new residential development of 14 dwellings to include associated service road and footpath, parking, landscaping and foul drainage pumping station",,Pwllheli (North),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31422
"Estyniad deulawr ochr ac estyniad unllawr cefn
Two storey side extension and single storey rear extension",Approved with Conditions,Clynnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31424
"Addasiadau, estyniadau a gwaith dymchwel i'r adeiladau presennol, ynghyd a chodi strwythurau newydd sydd yn cynnwys cwrt tenis, lolfa allanol a pwll nofio a gwaith addasu i alluogi cael defnydd trwy'r flwyddyn o'r unedau gwyliau a fydd hefyd yn wasanaethol fel unedau i grwpiau mawr yn gysylltiedig a chanolfan llesiant a diwylliannol, ynghyd a gosod dau babell glampio a chwt bugail a'r darpariaeth cysylltiedig / Alterations, extensions and demolition works to the existing building, together with the erection of new structures which include a tennis court, external lounge and swimming pool and alterations to enable year round use of the holiday units which will also be serviceable to larger groups in connection with the well-being and cultural centre, together with the siting of two glamping tents and shepherd's hut and associated facilities. ",Approved with Conditions,Tudweiliog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31425
"Estyniad a newidiadau i ardal y prif dderbynfa ynghyd a chodi ffens newydd ar ran o ffiniau'r ysgol 
Extension and alterations to the main reception area as well as erecting new fencing to areas of the school boundary.",Approved with Conditions,Botwnnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31423
"Estyniad llawr cyntaf cefn, gosod to llechi ar y lolfa haul ac addasiadau   cysylltiedig
First floor rear extension, install slate on conservatory roof and associated alterations ",Approved with Conditions,Cadnant (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31420
"Newid defnydd tir ar gyfer gosod 10 pod gwyliau ynghyd a newidiadau i fynedfa bresennol, creu llecynnau pasio, creu ffordd fynediad mewnol a thirlunio/Change of use of land for the siting of 10 holiday pods together with alterations to existing access, creation of passing places, creation of internal access road, and associated landscaping. ",,Abererch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31421
Mesurau i ddiogelu coed a gorchymyn coed arnynt yn ystod gwaith i uwchraddio'r parc carafanau/Protection measures for trees subject to a tree preservation order during work to upgrade the caravan park. ,,,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31415
Estyniad i adeilad cawodydd presennol/Extension to an existing shower block,Approved with Conditions,Llanengan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31417
Cais i godi estyniad deulawr i ochr yr eiddo / Application for the erection of two storey side extension to dwellling,Approved with Conditions,Ogwen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31416
"Gosod ffenestri gromen
Install dormer windows",Approved with Conditions,Abermaw,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31418
"Trosi modurdy i salon harddwch
Convert garage to beauty salon",Approved with Conditions,Porthmadog (West),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31419
"Gwaith tocio coed o dan Orchymyn Gwarchod Coed
Lopping work to trees under a Tree Preservation Order",Approved with Conditions,Porthmadog (West),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31414
"Newid defnydd y llawr cyntaf a'r ail lawr o ddefnydd A3 i ddefnydd C3 fel fflat
Change of use of 1st and second floor from use class A3 to C3 as a flat",Approved with Conditions,Porthmadog (East),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31413
"Cais ar gyfer codi ty deulawr, modurdy, creu mynedfa gerbydol newydd a gwaith cysylltiol / Application for the erecion of a two storey dwelling, garage, creation of new vehicular access and associated works",,Pentir,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31412
